femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,hash,lastRefresh,id
DR-12-FL,12,FL,DR,1953-10-22T05:00:00.000Z,1954,Flood,FLOOD,0,1,1,1,1953-10-22T05:00:00.000Z,1953-10-22T05:00:00.000Z,,12,0,0,Statewide,53015,93a695d6b2cbc85dfcdb7658badee008,2019-07-26T18:49:32.164Z,5d1bceafd5b39c032f2602cb
DR-175-FL,175,FL,DR,1964-09-08T04:00:00.000Z,1964,Hurricane,HURRICANE CLEO,0,1,1,1,1964-09-08T04:00:00.000Z,1964-09-08T04:00:00.000Z,,12,0,0,Statewide,64022,c069e3d83c0f4a0937486d1865b45573,2019-07-26T18:49:32.299Z,5d1bceafd5b39c032f26032a
DR-176-FL,176,FL,DR,1964-09-10T04:00:00.000Z,1964,Hurricane,HURRICANE DORA,0,1,1,1,1964-09-10T04:00:00.000Z,1964-09-10T04:00:00.000Z,,12,0,0,Statewide,64023,aed3fd3b546134546bbc00330dd05698,2019-07-26T18:49:32.300Z,5d1bceafd5b39c032f26031f
DR-141-FL,141,FL,DR,1962-12-17T05:00:00.000Z,1963,Flood,ABNORMALLY HIGH TIDES,0,1,1,1,1962-12-17T05:00:00.000Z,1962-12-17T05:00:00.000Z,,12,0,0,Statewide,62026,054acbd5f5e4bb71801eb2f04799bb6d,2019-07-26T18:49:32.227Z,5d1bceafd5b39c032f26033a
DR-106-FL,106,FL,DR,1960-09-12T04:00:00.000Z,1960,Hurricane,HURRICANE DONNA,0,1,1,1,1960-09-12T04:00:00.000Z,1960-09-12T04:00:00.000Z,,12,0,0,Statewide,60023,7fb5d092d1436d6cfc4eda5b5c2b30a1,2019-07-26T18:49:32.242Z,5d1bceafd5b39c032f260368
DR-97-FL,97,FL,DR,1960-03-23T05:00:00.000Z,1960,Other,SEVERE WEATHER CONDITIONS,0,1,1,1,1960-03-23T05:00:00.000Z,1960-03-23T05:00:00.000Z,,12,0,0,Statewide,60013,ae674ae3d010dde392c48ce4898258a4,2019-07-26T18:49:32.241Z,5d1bceafd5b39c032f260390
DR-209-FL,209,FL,DR,1965-09-14T04:00:00.000Z,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-14T04:00:00.000Z,1965-09-14T04:00:00.000Z,,12,11,99011,Broward (County),65035,302bbf96ffea373d4eeaf2c3e56b0595,2019-07-26T18:49:33.003Z,5d1bceafd5b39c032f26056d
DR-209-FL,209,FL,DR,1965-09-14T04:00:00.000Z,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-14T04:00:00.000Z,1965-09-14T04:00:00.000Z,,12,111,99111,St. Lucie (County),65035,4d33858b5bfb8a6ce5f82491488ccda5,2019-07-26T18:49:32.761Z,5d1bceafd5b39c032f260579
DR-209-FL,209,FL,DR,1965-09-14T04:00:00.000Z,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-14T04:00:00.000Z,1965-09-14T04:00:00.000Z,,12,99,99099,Palm Beach (County),65035,1c9e21687559ec853041d1eb4909b529,2019-07-26T18:49:32.962Z,5d1bceafd5b39c032f26057b
DR-209-FL,209,FL,DR,1965-09-14T04:00:00.000Z,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-14T04:00:00.000Z,1965-09-14T04:00:00.000Z,,12,85,99085,Martin (County),65035,7bc0b870c6c69b81679386cb8b323d30,2019-07-26T18:49:32.776Z,5d1bceafd5b39c032f260580
DR-209-FL,209,FL,DR,1965-09-14T04:00:00.000Z,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-14T04:00:00.000Z,1965-09-14T04:00:00.000Z,,12,43,99043,Glades (County),65035,d0fa87900982bdca380a44eb0a96cb37,2019-07-26T18:49:32.778Z,5d1bceafd5b39c032f260564
DR-209-FL,209,FL,DR,1965-09-14T04:00:00.000Z,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-14T04:00:00.000Z,1965-09-14T04:00:00.000Z,,12,86,99025,Dade (County),65035,6778d14ec8911877d079b910fa2e65f1,2019-07-26T18:49:32.762Z,5d1bceafd5b39c032f2605a5
DR-209-FL,209,FL,DR,1965-09-14T04:00:00.000Z,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-14T04:00:00.000Z,1965-09-14T04:00:00.000Z,,12,71,99071,Lee (County),65035,6457482714ba956aea9e81eab58faa05,2019-07-26T18:49:32.799Z,5d1bceafd5b39c032f260590
DR-209-FL,209,FL,DR,1965-09-14T04:00:00.000Z,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-14T04:00:00.000Z,1965-09-14T04:00:00.000Z,,12,21,99021,Collier (County),65035,4b3a21eed040ba30f132f5d5bc51ad62,2019-07-26T18:49:32.807Z,5d1bceafd5b39c032f260601
DR-209-FL,209,FL,DR,1965-09-14T04:00:00.000Z,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-14T04:00:00.000Z,1965-09-14T04:00:00.000Z,,12,51,99051,Hendry (County),65035,c016687ede5e4b27bdda51ef3b65bc96,2019-07-26T18:49:32.774Z,5d1bceafd5b39c032f260602
DR-209-FL,209,FL,DR,1965-09-14T04:00:00.000Z,1965,Hurricane,HURRICANE BETSY,0,1,1,0,1965-09-14T04:00:00.000Z,1965-09-14T04:00:00.000Z,,12,87,99087,Monroe (County),65035,d9f351a382f80ee059583bf4d1088a09,2019-07-26T18:49:32.804Z,5d1bceafd5b39c032f260603
DR-252-FL,252,FL,DR,1968-11-07T05:00:00.000Z,1969,Hurricane,HURRICANE GLADYS,0,1,1,0,1968-11-07T05:00:00.000Z,1968-11-07T05:00:00.000Z,,12,83,99083,Marion (County),68022,d68e3e1f6ec6abecb5820624152313da,2019-07-26T18:49:33.113Z,5d1bceb0d5b39c032f260722
DR-252-FL,252,FL,DR,1968-11-07T05:00:00.000Z,1969,Hurricane,HURRICANE GLADYS,0,1,1,0,1968-11-07T05:00:00.000Z,1968-11-07T05:00:00.000Z,,12,15,99015,Charlotte (County),68022,683975b23492e0f48e7dc9d7a1e61a5f,2019-07-26T18:49:33.108Z,5d1bceb0d5b39c032f260723
DR-252-FL,252,FL,DR,1968-11-07T05:00:00.000Z,1969,Hurricane,HURRICANE GLADYS,0,1,1,0,1968-11-07T05:00:00.000Z,1968-11-07T05:00:00.000Z,,12,103,99103,Pinellas (County),68022,6ecb0b710d506b8a83970e2c01622ef3,2019-07-26T18:49:33.107Z,5d1bceb0d5b39c032f260725
DR-252-FL,252,FL,DR,1968-11-07T05:00:00.000Z,1969,Hurricane,HURRICANE GLADYS,0,1,1,0,1968-11-07T05:00:00.000Z,1968-11-07T05:00:00.000Z,,12,31,99031,Duval (County),68022,52d7f380a3f98a65651d5201b9f64b9f,2019-07-26T18:49:33.118Z,5d1bceb0d5b39c032f260728
DR-252-FL,252,FL,DR,1968-11-07T05:00:00.000Z,1969,Hurricane,HURRICANE GLADYS,0,1,1,0,1968-11-07T05:00:00.000Z,1968-11-07T05:00:00.000Z,,12,17,99017,Citrus (County),68022,a90f9a39cd6fb32fd651082f75dc55ab,2019-07-26T18:49:33.109Z,5d1bceb0d5b39c032f260741
DR-252-FL,252,FL,DR,1968-11-07T05:00:00.000Z,1969,Hurricane,HURRICANE GLADYS,0,1,1,0,1968-11-07T05:00:00.000Z,1968-11-07T05:00:00.000Z,,12,53,99053,Hernando (County),68022,a4fdc2ba7b724839b1fe04e0bdc97b51,2019-07-26T18:49:33.116Z,5d1bceb0d5b39c032f260743
DR-252-FL,252,FL,DR,1968-11-07T05:00:00.000Z,1969,Hurricane,HURRICANE GLADYS,0,1,1,0,1968-11-07T05:00:00.000Z,1968-11-07T05:00:00.000Z,,12,109,99109,St. Johns (County),68022,24f98154d50b5493be33aed6466d7003,2019-07-26T18:49:33.105Z,5d1bceb0d5b39c032f260745
DR-252-FL,252,FL,DR,1968-11-07T05:00:00.000Z,1969,Hurricane,HURRICANE GLADYS,0,1,1,0,1968-11-07T05:00:00.000Z,1968-11-07T05:00:00.000Z,,12,101,99101,Pasco (County),68022,df7304ab99531d696bce994205d5e3be,2019-07-26T18:49:33.111Z,5d1bceb0d5b39c032f26074d
DR-252-FL,252,FL,DR,1968-11-07T05:00:00.000Z,1969,Hurricane,HURRICANE GLADYS,0,1,1,0,1968-11-07T05:00:00.000Z,1968-11-07T05:00:00.000Z,,12,115,99115,Sarasota (County),68022,e82cf2cea359a56bc538c76cd7183cae,2019-07-26T18:49:33.114Z,5d1bceb0d5b39c032f26074c
DR-252-FL,252,FL,DR,1968-11-07T05:00:00.000Z,1969,Hurricane,HURRICANE GLADYS,0,1,1,0,1968-11-07T05:00:00.000Z,1968-11-07T05:00:00.000Z,,12,57,99057,Hillsborough (County),68022,2b20f7e1c6aece200d71a5c59127cf32,2019-07-26T18:49:33.117Z,5d1bceb0d5b39c032f26074f
DR-252-FL,252,FL,DR,1968-11-07T05:00:00.000Z,1969,Hurricane,HURRICANE GLADYS,0,1,1,0,1968-11-07T05:00:00.000Z,1968-11-07T05:00:00.000Z,,12,81,99081,Manatee (County),68022,a741e877e42897777e3623fc441de2f3,2019-07-26T18:49:33.108Z,5d1bceb0d5b39c032f260750
DR-252-FL,252,FL,DR,1968-11-07T05:00:00.000Z,1969,Hurricane,HURRICANE GLADYS,0,1,1,0,1968-11-07T05:00:00.000Z,1968-11-07T05:00:00.000Z,,12,107,99107,Putnam (County),68022,3ea63466fc5f2d54d22c482d60c71db6,2019-07-26T18:49:33.113Z,5d1bceb0d5b39c032f26075e
DR-252-FL,252,FL,DR,1968-11-07T05:00:00.000Z,1969,Hurricane,HURRICANE GLADYS,0,1,1,0,1968-11-07T05:00:00.000Z,1968-11-07T05:00:00.000Z,,12,71,99071,Lee (County),68022,bcb618b06e6c2039fd37b99c47052316,2019-07-26T18:49:33.112Z,5d1bceb0d5b39c032f260762
DR-252-FL,252,FL,DR,1968-11-07T05:00:00.000Z,1969,Hurricane,HURRICANE GLADYS,0,1,1,0,1968-11-07T05:00:00.000Z,1968-11-07T05:00:00.000Z,,12,119,99119,Sumter (County),68022,9a4f8f4c758a40fbf0b7dbc0914e3637,2019-07-26T18:49:33.118Z,5d1bceb0d5b39c032f2607b8
DR-289-FL,289,FL,DR,1970-07-03T04:00:00.000Z,1970,Flood,HEAVY RAINS & FLOODING,0,0,1,0,1970-07-03T04:00:00.000Z,1970-07-03T04:00:00.000Z,,12,33,99033,Escambia (County),70016,37e91e378beea3d47e15cb8b369baffc,2019-07-26T18:49:33.758Z,5d1bceb0d5b39c032f2609e7
DR-289-FL,289,FL,DR,1970-07-03T04:00:00.000Z,1970,Flood,HEAVY RAINS & FLOODING,0,0,1,0,1970-07-03T04:00:00.000Z,1970-07-03T04:00:00.000Z,,12,113,99113,Santa Rosa (County),70016,f7a621c19ae264abfabb59a6874eaa1b,2019-07-26T18:49:33.757Z,5d1bceb0d5b39c032f2609e4
DR-289-FL,289,FL,DR,1970-07-03T04:00:00.000Z,1970,Flood,HEAVY RAINS & FLOODING,0,0,1,0,1970-07-03T04:00:00.000Z,1970-07-03T04:00:00.000Z,,12,91,99091,Okaloosa (County),70016,d3c9919311d42c7dc4f6100ba73e74c6,2019-07-26T18:49:33.757Z,5d1bceb0d5b39c032f2609ff
DR-304-FL,304,FL,DR,1971-03-15T05:00:00.000Z,1971,Freezing,FREEZE,0,1,1,0,1971-03-15T05:00:00.000Z,1971-03-15T05:00:00.000Z,,12,11,99011,Broward (County),71028,72fb1529c83cc425daa1004df1510be0,2019-07-26T18:49:33.878Z,5d1bceb1d5b39c032f260a89
DR-304-FL,304,FL,DR,1971-03-15T05:00:00.000Z,1971,Freezing,FREEZE,0,1,1,0,1971-03-15T05:00:00.000Z,1971-03-15T05:00:00.000Z,,12,86,99025,Dade (County),71028,8ce487f3fea04266d5339327c3d14eb2,2019-07-26T18:49:33.878Z,5d1bceb1d5b39c032f260a91
DR-304-FL,304,FL,DR,1971-03-15T05:00:00.000Z,1971,Freezing,FREEZE,0,1,1,0,1971-03-15T05:00:00.000Z,1971-03-15T05:00:00.000Z,,12,99,99099,Palm Beach (County),71028,eb78fc89b1baf8e2416d6892c3dac969,2019-07-26T18:49:33.879Z,5d1bceb1d5b39c032f260a8f
DR-304-FL,304,FL,DR,1971-03-15T05:00:00.000Z,1971,Freezing,FREEZE,0,1,1,0,1971-03-15T05:00:00.000Z,1971-03-15T05:00:00.000Z,,12,21,99021,Collier (County),71028,62520c201e3674e5fb17b044cf9389b7,2019-07-26T18:49:33.883Z,5d1bceb1d5b39c032f260a95
DR-304-FL,304,FL,DR,1971-03-15T05:00:00.000Z,1971,Freezing,FREEZE,0,1,1,0,1971-03-15T05:00:00.000Z,1971-03-15T05:00:00.000Z,,12,71,99071,Lee (County),71028,5f8fbe4a2914a6af10e6c804fe50038a,2019-07-26T18:49:33.940Z,5d1bceb1d5b39c032f260aaa
DR-304-FL,304,FL,DR,1971-03-15T05:00:00.000Z,1971,Freezing,FREEZE,0,1,1,0,1971-03-15T05:00:00.000Z,1971-03-15T05:00:00.000Z,,12,51,99051,Hendry (County),71028,7f09e6b9132156a54c595b87311582ab,2019-07-26T18:49:33.879Z,5d1bceb1d5b39c032f260ae9
DR-337-FL,337,FL,DR,1972-06-23T04:00:00.000Z,1972,Coastal Storm,TROPICAL STORM AGNES,0,1,1,0,1972-06-23T04:00:00.000Z,1972-06-23T04:00:00.000Z,,12,51,99051,Hendry (County),72033,6aeacb45ae3ee31fed0c61cc174dc081,2019-07-26T18:49:34.108Z,5d1bceb1d5b39c032f260b31
DR-337-FL,337,FL,DR,1972-06-23T04:00:00.000Z,1972,Coastal Storm,TROPICAL STORM AGNES,0,1,1,0,1972-06-23T04:00:00.000Z,1972-06-23T04:00:00.000Z,,12,103,99103,Pinellas (County),72033,f1861afb1c45f476e0a6993d1ddbfa04,2019-07-26T18:49:34.105Z,5d1bceb1d5b39c032f260b89
DR-337-FL,337,FL,DR,1972-06-23T04:00:00.000Z,1972,Coastal Storm,TROPICAL STORM AGNES,0,1,1,0,1972-06-23T04:00:00.000Z,1972-06-23T04:00:00.000Z,,12,115,99115,Sarasota (County),72033,37c82157fe03112a72657bbd1c9c3d86,2019-07-26T18:49:34.105Z,5d1bceb1d5b39c032f260b96
DR-337-FL,337,FL,DR,1972-06-23T04:00:00.000Z,1972,Coastal Storm,TROPICAL STORM AGNES,0,1,1,0,1972-06-23T04:00:00.000Z,1972-06-23T04:00:00.000Z,,12,129,99129,Wakulla (County),72033,5e3dc0c2bc160ef42a44947cf1c2480b,2019-07-26T18:49:34.105Z,5d1bceb1d5b39c032f260b9d
DR-337-FL,337,FL,DR,1972-06-23T04:00:00.000Z,1972,Coastal Storm,TROPICAL STORM AGNES,0,1,1,0,1972-06-23T04:00:00.000Z,1972-06-23T04:00:00.000Z,,12,93,99093,Okeechobee (County),72033,38183c3605e60a9816edc42e7e8092fa,2019-07-26T18:49:34.104Z,5d1bceb1d5b39c032f260bab
DR-337-FL,337,FL,DR,1972-06-23T04:00:00.000Z,1972,Coastal Storm,TROPICAL STORM AGNES,0,1,1,0,1972-06-23T04:00:00.000Z,1972-06-23T04:00:00.000Z,,12,75,99075,Levy (County),72033,ca77dee2cfe30781896e8047975f9f01,2019-07-26T18:49:34.105Z,5d1bceb1d5b39c032f260bb4
DR-337-FL,337,FL,DR,1972-06-23T04:00:00.000Z,1972,Coastal Storm,TROPICAL STORM AGNES,0,1,1,0,1972-06-23T04:00:00.000Z,1972-06-23T04:00:00.000Z,,12,9,99009,Brevard (County),72033,ac15f9a8cb79a9b3772b48711e578a99,2019-07-26T18:49:34.107Z,5d1bceb1d5b39c032f260bbc
DR-337-FL,337,FL,DR,1972-06-23T04:00:00.000Z,1972,Coastal Storm,TROPICAL STORM AGNES,0,1,1,0,1972-06-23T04:00:00.000Z,1972-06-23T04:00:00.000Z,,12,37,99037,Franklin (County),72033,f42b105b8737ad8d3a8d327c8c482058,2019-07-26T18:49:34.108Z,5d1bceb1d5b39c032f260bb1
DR-337-FL,337,FL,DR,1972-06-23T04:00:00.000Z,1972,Coastal Storm,TROPICAL STORM AGNES,0,1,1,0,1972-06-23T04:00:00.000Z,1972-06-23T04:00:00.000Z,,12,101,99101,Pasco (County),72033,02f1e8047e14ec90584e6acb7256a2bf,2019-07-26T18:49:34.104Z,5d1bceb1d5b39c032f260bb3
DR-337-FL,337,FL,DR,1972-06-23T04:00:00.000Z,1972,Coastal Storm,TROPICAL STORM AGNES,0,1,1,0,1972-06-23T04:00:00.000Z,1972-06-23T04:00:00.000Z,,12,29,99029,Dixie (County),72033,32089d9e560f06d4f7a73671c76509ee,2019-07-26T18:49:34.107Z,5d1bceb1d5b39c032f260bb6
DR-337-FL,337,FL,DR,1972-06-23T04:00:00.000Z,1972,Coastal Storm,TROPICAL STORM AGNES,0,1,1,0,1972-06-23T04:00:00.000Z,1972-06-23T04:00:00.000Z,,12,71,99071,Lee (County),72033,b8cc39f395960ee9f126188a81ebc2ba,2019-07-26T18:49:34.105Z,5d1bceb1d5b39c032f260bba
DR-337-FL,337,FL,DR,1972-06-23T04:00:00.000Z,1972,Coastal Storm,TROPICAL STORM AGNES,0,1,1,0,1972-06-23T04:00:00.000Z,1972-06-23T04:00:00.000Z,,12,57,99057,Hillsborough (County),72033,6dc7f12a34ae55274c277b259ce57caf,2019-07-26T18:49:34.108Z,5d1bceb1d5b39c032f260bc0
DR-337-FL,337,FL,DR,1972-06-23T04:00:00.000Z,1972,Coastal Storm,TROPICAL STORM AGNES,0,1,1,0,1972-06-23T04:00:00.000Z,1972-06-23T04:00:00.000Z,,12,87,99087,Monroe (County),72033,340fe8e49f9d5ae967e722cd84328d38,2019-07-26T18:49:34.056Z,5d1bceb1d5b39c032f260bc6
DR-337-FL,337,FL,DR,1972-06-23T04:00:00.000Z,1972,Coastal Storm,TROPICAL STORM AGNES,0,1,1,0,1972-06-23T04:00:00.000Z,1972-06-23T04:00:00.000Z,,12,81,99081,Manatee (County),72033,eaaebe6bf5c83a2e9d827a0f8ebfcb05,2019-07-26T18:49:34.105Z,5d1bceb1d5b39c032f260bc8
DR-387-FL,387,FL,DR,1973-05-26T04:00:00.000Z,1973,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-05-26T04:00:00.000Z,1973-05-26T04:00:00.000Z,,12,29,99029,Dixie (County),73045,a6b245a07bc7cd04ad8cfd1d265061e5,2019-07-26T18:49:34.942Z,5d1bceb1d5b39c032f260eff
DR-387-FL,387,FL,DR,1973-05-26T04:00:00.000Z,1973,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-05-26T04:00:00.000Z,1973-05-26T04:00:00.000Z,,12,65,99065,Jefferson (County),73045,f6d24a5b13d7d142fbdb1179d02757cb,2019-07-26T18:49:34.942Z,5d1bceb1d5b39c032f260f04
DR-387-FL,387,FL,DR,1973-05-26T04:00:00.000Z,1973,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-05-26T04:00:00.000Z,1973-05-26T04:00:00.000Z,,12,89,99089,Nassau (County),73045,ffec5e61573f3f789078e59e192ba2cb,2019-07-26T18:49:34.942Z,5d1bceb1d5b39c032f260f0c
DR-387-FL,387,FL,DR,1973-05-26T04:00:00.000Z,1973,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-05-26T04:00:00.000Z,1973-05-26T04:00:00.000Z,,12,129,99129,Wakulla (County),73045,9356f6ddd15faf1c11918d9c3bc4bd58,2019-07-26T18:49:34.943Z,5d1bceb1d5b39c032f260f0d
DR-387-FL,387,FL,DR,1973-05-26T04:00:00.000Z,1973,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-05-26T04:00:00.000Z,1973-05-26T04:00:00.000Z,,12,73,99073,Leon (County),73045,576364d43fc843220a9fb64dcf0607dd,2019-07-26T18:49:34.943Z,5d1bceb1d5b39c032f260f0e
DR-387-FL,387,FL,DR,1973-05-26T04:00:00.000Z,1973,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-05-26T04:00:00.000Z,1973-05-26T04:00:00.000Z,,12,23,99023,Columbia (County),73045,283c67cd490c31b2fd15cc50d2b978b2,2019-07-26T18:49:34.941Z,5d1bceb1d5b39c032f260f1d
DR-387-FL,387,FL,DR,1973-05-26T04:00:00.000Z,1973,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-05-26T04:00:00.000Z,1973-05-26T04:00:00.000Z,,12,47,99047,Hamilton (County),73045,3796abc3509a9d4a1954bb8982a6bcde,2019-07-26T18:49:34.942Z,5d1bceb1d5b39c032f260efc
DR-387-FL,387,FL,DR,1973-05-26T04:00:00.000Z,1973,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-05-26T04:00:00.000Z,1973-05-26T04:00:00.000Z,,12,79,99079,Madison (County),73045,a03353b28da53506503b30625d12bf1d,2019-07-26T18:49:34.947Z,5d1bceb1d5b39c032f260f03
DR-387-FL,387,FL,DR,1973-05-26T04:00:00.000Z,1973,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-05-26T04:00:00.000Z,1973-05-26T04:00:00.000Z,,12,121,99121,Suwannee (County),73045,953092c9a12d7ff68381b255e40ef712,2019-07-26T18:49:34.943Z,5d1bceb2d5b39c032f260f74
DR-387-FL,387,FL,DR,1973-05-26T04:00:00.000Z,1973,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-05-26T04:00:00.000Z,1973-05-26T04:00:00.000Z,,12,75,99075,Levy (County),73045,96207a639bd383cb4212e22b8e43634d,2019-07-26T18:49:34.943Z,5d1bceb2d5b39c032f260f78
DR-387-FL,387,FL,DR,1973-05-26T04:00:00.000Z,1973,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-05-26T04:00:00.000Z,1973-05-26T04:00:00.000Z,,12,3,99003,Baker (County),73045,c188e631b595a123391f9f0308ed7095,2019-07-26T18:49:34.941Z,5d1bceb2d5b39c032f260f81
DR-387-FL,387,FL,DR,1973-05-26T04:00:00.000Z,1973,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-05-26T04:00:00.000Z,1973-05-26T04:00:00.000Z,,12,41,99041,Gilchrist (County),73045,22b367bcc52753347a057736b74455c8,2019-07-26T18:49:34.942Z,5d1bceb2d5b39c032f260f83
DR-387-FL,387,FL,DR,1973-05-26T04:00:00.000Z,1973,Flood,SEVERE STORMS & FLOODING,0,1,1,0,1973-05-26T04:00:00.000Z,1973-05-26T04:00:00.000Z,,12,67,99067,Lafayette (County),73045,9948a4344b8ca376ca765d5d4c41af5e,2019-07-26T18:49:34.942Z,5d1bceb2d5b39c032f260f8a
DR-479-FL,479,FL,DR,1975-08-22T04:00:00.000Z,1975,Flood,FLOODING,0,1,1,0,1975-08-22T04:00:00.000Z,1975-08-22T04:00:00.000Z,,12,129,99129,Wakulla (County),76008,e203a95938483efe1f346157661f9fb7,2019-07-26T18:49:35.872Z,5d1bceb2d5b39c032f26135a
DR-479-FL,479,FL,DR,1975-08-22T04:00:00.000Z,1975,Flood,FLOODING,0,1,1,0,1975-08-22T04:00:00.000Z,1975-08-22T04:00:00.000Z,,12,133,99133,Washington (County),76008,661994a015278e7eae807137e19e50de,2019-07-26T18:49:35.872Z,5d1bceb2d5b39c032f261357
DR-479-FL,479,FL,DR,1975-08-22T04:00:00.000Z,1975,Flood,FLOODING,0,1,1,0,1975-08-22T04:00:00.000Z,1975-08-22T04:00:00.000Z,,12,91,99091,Okaloosa (County),76008,17705bc9672aa37d7a89154d21994ad9,2019-07-26T18:49:35.874Z,5d1bceb2d5b39c032f261369
DR-479-FL,479,FL,DR,1975-08-22T04:00:00.000Z,1975,Flood,FLOODING,0,1,1,0,1975-08-22T04:00:00.000Z,1975-08-22T04:00:00.000Z,,12,5,99005,Bay (County),76008,b188ff62ee535d6a21c7c704589cd941,2019-07-26T18:49:35.871Z,5d1bceb2d5b39c032f261368
DR-479-FL,479,FL,DR,1975-08-22T04:00:00.000Z,1975,Flood,FLOODING,0,1,1,0,1975-08-22T04:00:00.000Z,1975-08-22T04:00:00.000Z,,12,131,99131,Walton (County),76008,78b352593c4e934cbdb2b951bdb3708e,2019-07-26T18:49:35.874Z,5d1bceb2d5b39c032f261366
DR-479-FL,479,FL,DR,1975-08-22T04:00:00.000Z,1975,Flood,FLOODING,0,1,1,0,1975-08-22T04:00:00.000Z,1975-08-22T04:00:00.000Z,,12,59,99059,Holmes (County),76008,64a43b3ac531db48649b2046d081e179,2019-07-26T18:49:35.874Z,5d1bceb2d5b39c032f261375
DR-479-FL,479,FL,DR,1975-08-22T04:00:00.000Z,1975,Flood,FLOODING,0,1,1,0,1975-08-22T04:00:00.000Z,1975-08-22T04:00:00.000Z,,12,45,99045,Gulf (County),76008,770b0dfb60271eebf98d8bda7f61c700,2019-07-26T18:49:35.872Z,5d1bceb2d5b39c032f261381
DR-484-FL,484,FL,DR,1975-09-26T04:00:00.000Z,1975,Flood,"HIGH WINDS, HEAVY RAINS & FLOODING",0,1,1,0,1975-09-26T04:00:00.000Z,1975-09-26T04:00:00.000Z,,12,59,99059,Holmes (County),76018,3fa0b85f91583bb501b8a1c234e2afc3,2019-07-26T18:49:35.937Z,5d1bceb2d5b39c032f2613a8
DR-479-FL,479,FL,DR,1975-08-22T04:00:00.000Z,1975,Flood,FLOODING,0,1,1,0,1975-08-22T04:00:00.000Z,1975-08-22T04:00:00.000Z,,12,113,99113,Santa Rosa (County),76008,965baa115232c59e6c2b268a680c8fa6,2019-07-26T18:49:35.874Z,5d1bceb2d5b39c032f2613d1
DR-484-FL,484,FL,DR,1975-09-26T04:00:00.000Z,1975,Flood,"HIGH WINDS, HEAVY RAINS & FLOODING",0,1,1,0,1975-09-26T04:00:00.000Z,1975-09-26T04:00:00.000Z,,12,133,99133,Washington (County),76018,4bb4d34eb5fae327cd162f3e8a68da74,2019-07-26T18:49:35.929Z,5d1bceb2d5b39c032f2613f8
DR-484-FL,484,FL,DR,1975-09-26T04:00:00.000Z,1975,Flood,"HIGH WINDS, HEAVY RAINS & FLOODING",0,1,1,0,1975-09-26T04:00:00.000Z,1975-09-26T04:00:00.000Z,,12,45,99045,Gulf (County),76018,4c6347085cc1e536fbd9a332702cb94f,2019-07-26T18:49:35.930Z,5d1bceb2d5b39c032f261402
DR-484-FL,484,FL,DR,1975-09-26T04:00:00.000Z,1975,Flood,"HIGH WINDS, HEAVY RAINS & FLOODING",0,1,1,0,1975-09-26T04:00:00.000Z,1975-09-26T04:00:00.000Z,,12,5,99005,Bay (County),76018,5aa388d4f5b4e237341244599e391dda,2019-07-26T18:49:35.928Z,5d1bceb2d5b39c032f261405
DR-484-FL,484,FL,DR,1975-09-26T04:00:00.000Z,1975,Flood,"HIGH WINDS, HEAVY RAINS & FLOODING",0,1,1,0,1975-09-26T04:00:00.000Z,1975-09-26T04:00:00.000Z,,12,91,99091,Okaloosa (County),76018,ce5b887e7cfe082f6c4bccd2c17be6a8,2019-07-26T18:49:35.929Z,5d1bceb2d5b39c032f261407
DR-484-FL,484,FL,DR,1975-09-26T04:00:00.000Z,1975,Flood,"HIGH WINDS, HEAVY RAINS & FLOODING",0,1,1,0,1975-09-26T04:00:00.000Z,1975-09-26T04:00:00.000Z,,12,131,99131,Walton (County),76018,d0dd9ade0e47bc1c2abdc0d130d7fb82,2019-07-26T18:49:35.928Z,5d1bceb2d5b39c032f261410
