femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,hash,lastRefresh,id
DR-1545-FL,1545,FL,DR,2004-09-04T23:00:00.000Z,2004,Hurricane,HURRICANE FRANCES,0,0,1,1,2004-09-03T16:26:00.000Z,2004-10-08T13:35:00.000Z,,12,133,99133,Washington (County),4097,24f5c17acd1f3b353928d598bf0e12c7,2019-10-10T19:52:59.264Z,5d1bcebed5b39c032f26523c
DR-1595-FL,1595,FL,DR,2005-07-10T23:06:00.000Z,2005,Hurricane,HURRICANE DENNIS,1,1,1,1,2005-07-07T15:33:00.000Z,2005-07-20T17:39:00.000Z,2019-12-11T04:59:00.000Z,12,123,99123,Taylor (County),5055,a84d1cbc4d9c92f89194824c3ecf83e6,2019-12-10T15:46:19.849Z,5d1bcebfd5b39c032f2657ed
DR-1545-FL,1545,FL,DR,2004-09-04T23:00:00.000Z,2004,Hurricane,HURRICANE FRANCES,0,0,1,1,2004-09-03T16:26:00.000Z,2004-10-08T13:35:00.000Z,,12,63,99063,Jackson (County),4097,ea7073e0b2f3bc2e75a03ad506235e7d,2019-10-10T19:52:59.266Z,5d1bcebed5b39c032f2652a0
DR-1602-FL,1602,FL,DR,2005-08-28T20:34:00.000Z,2005,Hurricane,HURRICANE KATRINA,0,0,1,1,2005-08-24T04:00:00.000Z,2005-09-06T22:45:00.000Z,,12,131,99131,Walton (County),5080,44b5d9e1d60c308afb0304ef1ab62982,2019-10-10T19:52:59.930Z,5d1bcec0d5b39c032f265851
DR-1545-FL,1545,FL,DR,2004-09-04T23:00:00.000Z,2004,Hurricane,HURRICANE FRANCES,0,0,1,1,2004-09-03T16:26:00.000Z,2004-10-08T13:35:00.000Z,,12,67,99067,Lafayette (County),4097,4264b8f8571ee30a7d07a85457fa811c,2019-10-10T19:52:59.275Z,5d1bcebed5b39c032f2652a2
DR-1561-FL,1561,FL,DR,2004-09-26T04:00:00.000Z,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,2004-09-24T12:00:00.000Z,2004-11-17T16:11:00.000Z,,12,49,99049,Hardee (County),4122,84b93994e542dbec48cbb41690b40d46,2019-10-10T19:52:59.645Z,5d1bcebfd5b39c032f26554b
DR-1551-FL,1551,FL,DR,2004-09-16T19:00:00.000Z,2004,Hurricane,HURRICANE IVAN,1,1,0,1,2004-09-13T18:41:00.000Z,2004-11-17T16:11:00.000Z,,12,83,99083,Marion (County),4112,d659cd1deb78755f83303cdb2f911005,2019-10-10T19:52:59.431Z,5d1bcebfd5b39c032f26536a
DR-1602-FL,1602,FL,DR,2005-08-28T20:34:00.000Z,2005,Hurricane,HURRICANE KATRINA,0,0,1,1,2005-08-24T04:00:00.000Z,2005-09-06T22:45:00.000Z,,12,45,99045,Gulf (County),5080,a289b5af6b5667591254438b9a30d6ed,2019-10-10T19:52:59.933Z,5d1bcebfd5b39c032f2657ae
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,55,99055,Highlands (County),8131,443d43b181188a034ad3872c7412839a,2019-10-10T19:53:01.685Z,5d1bcec2d5b39c032f266561
DR-1561-FL,1561,FL,DR,2004-09-26T04:00:00.000Z,2004,Hurricane,HURRICANE JEANNE,0,0,1,1,2004-09-24T12:00:00.000Z,2004-11-17T16:11:00.000Z,,12,11,99011,Broward (County),4122,cb0ca5358ed6feeb79ed56aaf5f894b5,2019-10-10T19:52:59.648Z,5d1bcebfd5b39c032f2655c8
DR-1545-FL,1545,FL,DR,2004-09-04T23:00:00.000Z,2004,Hurricane,HURRICANE FRANCES,0,0,1,1,2004-09-03T16:26:00.000Z,2004-10-08T13:35:00.000Z,,12,39,99039,Gadsden (County),4097,ad58e3be8068a724b66f7a5e1d2add4b,2019-10-10T19:52:59.267Z,5d1bcebed5b39c032f265298
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,97,99097,Osceola (County),8131,72f6cf132ba3e25bdf0abaf9dfb48b30,2019-10-10T19:53:01.682Z,5d1bcec2d5b39c032f266592
DR-1595-FL,1595,FL,DR,2005-07-10T23:06:00.000Z,2005,Hurricane,HURRICANE DENNIS,0,0,1,1,2005-07-07T15:33:00.000Z,2005-07-20T17:39:00.000Z,2019-12-11T04:59:00.000Z,12,75,99075,Levy (County),5055,79bd3776dc85b5d81331c0bea61ad887,2019-12-10T15:46:19.849Z,5d1bcebfd5b39c032f2657e0
DR-1545-FL,1545,FL,DR,2004-09-04T23:00:00.000Z,2004,Hurricane,HURRICANE FRANCES,1,1,1,1,2004-09-03T16:26:00.000Z,2004-10-08T13:35:00.000Z,,12,125,99125,Union (County),4097,722f093c62a15902509a4d141a77856c,2019-10-10T19:52:59.320Z,5d1bcebed5b39c032f2652e6
DR-1545-FL,1545,FL,DR,2004-09-04T23:00:00.000Z,2004,Hurricane,HURRICANE FRANCES,1,1,1,1,2004-09-03T16:26:00.000Z,2004-10-08T13:35:00.000Z,,12,41,99041,Gilchrist (County),4097,ff43743540157bba237c74fbb9dfbd4c,2019-10-10T19:52:59.266Z,5d1bcebed5b39c032f265276
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,19,99019,Clay (County),8131,493f1481feec86ef3346e75470ded7b8,2019-10-10T19:53:01.683Z,5d1bcec2d5b39c032f26656d
DR-1595-FL,1595,FL,DR,2005-07-10T23:06:00.000Z,2005,Hurricane,HURRICANE DENNIS,1,1,1,1,2005-07-07T15:33:00.000Z,2005-07-20T17:39:00.000Z,2019-12-11T04:59:00.000Z,12,113,99113,Santa Rosa (County),5055,1bfbe6493a77b11e584f3febd8f15c71,2019-12-10T15:46:19.888Z,5d1bcebfd5b39c032f2657d8
DR-1595-FL,1595,FL,DR,2005-07-10T23:06:00.000Z,2005,Hurricane,HURRICANE DENNIS,0,0,1,1,2005-07-07T15:33:00.000Z,2005-07-20T17:39:00.000Z,2019-12-11T04:59:00.000Z,12,65,99065,Jefferson (County),5055,638b04dc3020e899508105ed610b1c19,2019-12-10T15:46:19.888Z,5d1bcebfd5b39c032f2657d3
DR-1551-FL,1551,FL,DR,2004-09-16T19:00:00.000Z,2004,Hurricane,HURRICANE IVAN,1,1,1,1,2004-09-13T18:41:00.000Z,2004-11-17T16:11:00.000Z,,12,63,99063,Jackson (County),4112,10d67c29d2c30503090a386f8e8e4fcf,2019-10-10T19:52:59.469Z,5d1bcebfd5b39c032f265368
DR-1609-FL,1609,FL,DR,2005-10-24T14:39:00.000Z,2006,Hurricane,HURRICANE WILMA,1,1,1,1,2005-10-23T15:00:00.000Z,2005-11-18T18:32:00.000Z,,12,85,99085,Martin (County),5150,e40da96f52ead4d73ee97997d3ff3291,2019-10-10T19:53:00.325Z,5d1bcec0d5b39c032f265a33
DR-1679-FL,1679,FL,DR,2007-02-03T17:23:00.000Z,2007,Severe Storm(s),SEVERE STORMS AND TORNADOES,1,1,1,1,2007-02-01T05:00:00.000Z,2007-02-02T05:00:00.000Z,,12,69,99069,Lake (County),7793,fd72e0ea2c640580b3786640573229e0,2019-10-10T19:53:00.836Z,5d1bcec1d5b39c032f265e24
DR-1551-FL,1551,FL,DR,2004-09-16T19:00:00.000Z,2004,Hurricane,HURRICANE IVAN,1,1,0,1,2004-09-13T18:41:00.000Z,2004-11-17T16:11:00.000Z,,12,101,99101,Pasco (County),4112,d7e1e5c168c2aecb6dbdfc69e0c5a216,2019-10-10T19:52:59.433Z,5d1bcebfd5b39c032f265360
DR-1602-FL,1602,FL,DR,2005-08-28T20:34:00.000Z,2005,Hurricane,HURRICANE KATRINA,0,0,1,1,2005-08-24T04:00:00.000Z,2005-09-06T22:45:00.000Z,,12,33,99033,Escambia (County),5080,74bb0dfd5352d8488b34e32dca61eafd,2019-10-10T19:52:59.978Z,5d1bcebfd5b39c032f2657c7
DR-1539-FL,1539,FL,DR,2004-08-13T21:30:00.000Z,2004,Hurricane,TROPICAL STORM BONNIE AND HURRICANE CHARLEY,0,0,1,1,2004-08-11T13:00:00.000Z,2004-08-30T16:14:00.000Z,,12,107,99107,Putnam (County),4085,c89975b5a0329c971dc070c9c42ec543,2019-10-10T19:52:59.223Z,5d1bcebed5b39c032f26525e
DR-1551-FL,1551,FL,DR,2004-09-16T19:00:00.000Z,2004,Hurricane,HURRICANE IVAN,0,0,1,1,2004-09-13T18:41:00.000Z,2004-11-17T16:11:00.000Z,,12,87,99087,Monroe (County),4112,b48fd5aa0ee7daaafa587f6055f04403,2019-10-10T19:52:59.401Z,5d1bcebfd5b39c032f265390
DR-1561-FL,1561,FL,DR,2004-09-26T04:00:00.000Z,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,2004-09-24T12:00:00.000Z,2004-11-17T16:11:00.000Z,,12,7,99007,Bradford (County),4122,32f5529434f15e0432023a11b8bab178,2019-10-10T19:52:59.648Z,5d1bcebfd5b39c032f265541
DR-1561-FL,1561,FL,DR,2004-09-26T04:00:00.000Z,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,2004-09-24T12:00:00.000Z,2004-11-17T16:11:00.000Z,,12,101,99101,Pasco (County),4122,4db7fa62686b673e5818db63ddbcbf1d,2019-10-10T19:52:59.687Z,5d1bcebfd5b39c032f2655a5
DR-1831-FL,1831,FL,DR,2009-04-21T18:30:00.000Z,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,2009-03-26T04:00:00.000Z,2009-05-05T04:00:00.000Z,,12,59,99059,Holmes (County),9041,82cb095a9fb1eb202b11e59b4c02e864,2019-10-10T19:53:02.145Z,5d1bcec3d5b39c032f2668f1
DR-1561-FL,1561,FL,DR,2004-09-26T04:00:00.000Z,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,2004-09-24T12:00:00.000Z,2004-11-17T16:11:00.000Z,,12,119,99119,Sumter (County),4122,e04bcb26727e5bfdd52c076596ef0a06,2019-10-10T19:52:59.646Z,5d1bcebfd5b39c032f2655c2
DR-1609-FL,1609,FL,DR,2005-10-24T14:39:00.000Z,2006,Hurricane,HURRICANE WILMA,1,1,1,1,2005-10-23T15:00:00.000Z,2005-11-18T18:32:00.000Z,,12,99,99099,Palm Beach (County),5150,f4fb8a9fa9b19fbfeb579a72817883aa,2019-10-10T19:53:00.326Z,5d1bcec0d5b39c032f265a15
DR-1595-FL,1595,FL,DR,2005-07-10T23:06:00.000Z,2005,Hurricane,HURRICANE DENNIS,1,1,1,1,2005-07-07T15:33:00.000Z,2005-07-20T17:39:00.000Z,2019-12-11T04:59:00.000Z,12,33,99033,Escambia (County),5055,5800340dc73305d8538374c30f86c68d,2019-12-10T15:46:19.850Z,5d1bcebfd5b39c032f2657ea
DR-1602-FL,1602,FL,DR,2005-08-28T20:34:00.000Z,2005,Hurricane,HURRICANE KATRINA,0,0,1,1,2005-08-24T04:00:00.000Z,2005-09-06T22:45:00.000Z,,12,86,99086,Miami-Dade (County),5080,c65899d8069c188944103657e2c16ba3,2019-10-10T19:52:59.976Z,5d1bcec0d5b39c032f265837
DR-1609-FL,1609,FL,DR,2005-10-24T14:39:00.000Z,2006,Hurricane,HURRICANE WILMA,0,0,1,1,2005-10-23T15:00:00.000Z,2005-11-18T18:32:00.000Z,,12,49,99049,Hardee (County),5150,b67c7c566e53176ba9c37433396f8b39,2019-10-10T19:53:00.266Z,5d1bcec0d5b39c032f265a1f
DR-1609-FL,1609,FL,DR,2005-10-24T14:39:00.000Z,2006,Hurricane,HURRICANE WILMA,1,1,1,1,2005-10-23T15:00:00.000Z,2005-11-18T18:32:00.000Z,,12,111,99111,St. Lucie (County),5150,66f07061c6e4191da5172f2990192d10,2019-10-10T19:53:00.326Z,5d1bcec0d5b39c032f265a30
DR-1561-FL,1561,FL,DR,2004-09-26T04:00:00.000Z,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,2004-09-24T12:00:00.000Z,2004-11-17T16:11:00.000Z,,12,121,99121,Suwannee (County),4122,761bd555d3c3fcbc602457899bf1f6ba,2019-10-10T19:52:59.645Z,5d1bcebfd5b39c032f265596
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,73,99073,Leon (County),8131,24bdeb6499606d781bdc9e3945cb9a05,2019-10-10T19:53:01.681Z,5d1bcec2d5b39c032f266551
DR-1561-FL,1561,FL,DR,2004-09-26T04:00:00.000Z,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,2004-09-24T12:00:00.000Z,2004-11-17T16:11:00.000Z,,12,43,99043,Glades (County),4122,b26b5df78b6eb4467b3dae64e40abd3e,2019-10-10T19:52:59.686Z,5d1bcebfd5b39c032f26553e
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,123,99123,Taylor (County),8131,6a94f5d1c020ff9501764543012a8ff4,2019-10-10T19:53:01.683Z,5d1bcec2d5b39c032f266587
DR-1609-FL,1609,FL,DR,2005-10-24T14:39:00.000Z,2006,Hurricane,HURRICANE WILMA,1,1,1,1,2005-10-23T15:00:00.000Z,2005-11-18T18:32:00.000Z,,12,61,99061,Indian River (County),5150,5e4064a8091b95fd543d8179eac2dece,2019-10-10T19:53:00.268Z,5d1bcec0d5b39c032f265a41
DR-1609-FL,1609,FL,DR,2005-10-24T14:39:00.000Z,2006,Hurricane,HURRICANE WILMA,1,1,1,1,2005-10-23T15:00:00.000Z,2005-11-18T18:32:00.000Z,,12,93,99093,Okeechobee (County),5150,333dad80684b4674af1e75141f9d890f,2019-10-10T19:53:00.325Z,5d1bcec0d5b39c032f265a06
DR-1561-FL,1561,FL,DR,2004-09-26T04:00:00.000Z,2004,Hurricane,HURRICANE JEANNE,0,0,1,1,2004-09-24T12:00:00.000Z,2004-11-17T16:11:00.000Z,,12,73,99073,Leon (County),4122,d3c65916fbcd8b20406313ee7f859ecb,2019-10-10T19:52:59.689Z,5d1bcebfd5b39c032f2655c0
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,0,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,79,99079,Madison (County),8131,e16022fa43743299145941271865f8b0,2019-10-10T19:53:01.679Z,5d1bcec2d5b39c032f26658c
DR-1609-FL,1609,FL,DR,2005-10-24T14:39:00.000Z,2006,Hurricane,HURRICANE WILMA,0,0,1,1,2005-10-23T15:00:00.000Z,2005-11-18T18:32:00.000Z,,12,15,99015,Charlotte (County),5150,29633a7d4d712d7d50d3fa365d811792,2019-10-10T19:53:00.268Z,5d1bcec0d5b39c032f265a26
DR-1561-FL,1561,FL,DR,2004-09-26T04:00:00.000Z,2004,Hurricane,HURRICANE JEANNE,1,1,1,1,2004-09-24T12:00:00.000Z,2004-11-17T16:11:00.000Z,,12,27,99027,DeSoto (County),4122,247fe90e452bd21cdb206da6827094df,2019-10-10T19:52:59.686Z,5d1bcebfd5b39c032f265554
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,111,99111,St. Lucie (County),8131,3e49072764cf6c5a8f03929d35b3b07e,2019-10-10T19:53:01.623Z,5d1bcec2d5b39c032f26655a
DR-1602-FL,1602,FL,DR,2005-08-28T20:34:00.000Z,2005,Hurricane,HURRICANE KATRINA,0,0,1,1,2005-08-24T04:00:00.000Z,2005-09-06T22:45:00.000Z,,12,37,99037,Franklin (County),5080,ea5e4d5ce57132962ac15be3b1f685fc,2019-10-10T19:52:59.930Z,5d1bcec0d5b39c032f265835
DR-1595-FL,1595,FL,DR,2005-07-10T23:06:00.000Z,2005,Hurricane,HURRICANE DENNIS,0,0,1,1,2005-07-07T15:33:00.000Z,2005-07-20T17:39:00.000Z,2019-12-11T04:59:00.000Z,12,13,99013,Calhoun (County),5055,8b6ca781e5cb49696c68a25e260e6b25,2019-12-10T15:46:19.851Z,5d1bcebfd5b39c032f2657ee
DR-1595-FL,1595,FL,DR,2005-07-10T23:06:00.000Z,2005,Hurricane,HURRICANE DENNIS,1,1,1,1,2005-07-07T15:33:00.000Z,2005-07-20T17:39:00.000Z,2019-12-11T04:59:00.000Z,12,131,99131,Walton (County),5055,35c6b97934c0221bd8850f377e2e7055,2019-12-10T15:46:19.849Z,5d1bcebfd5b39c032f2657ef
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,89,99089,Nassau (County),8131,7aebb697c4864a66c7362141d3e7c4c8,2019-10-10T19:53:01.675Z,5d1bcec2d5b39c032f26658d
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,47,99047,Hamilton (County),8131,c4765f2651c25845f61be911b59bb756,2019-10-10T19:53:01.629Z,5d1bcec2d5b39c032f266581
FM-2306-FL,2306,FL,FM,2000-06-05T22:50:00.000Z,2000,Fire,"FL, SUWANNEE FIRE COMPLEX",0,0,1,0,2000-06-05T04:00:00.000Z,,2003-09-16T04:00:00.000Z,12,7,99007,Bradford (County),65,2569e66b67a6b511520eb0b00d313768,2019-10-10T19:53:04.076Z,5d1bcec6d5b39c032f26769a
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,115,99115,Sarasota (County),8131,7ce11acf0977350ad710f10bfc034e14,2019-10-10T19:53:01.674Z,5d1bcec2d5b39c032f266588
DR-1602-FL,1602,FL,DR,2005-08-28T20:34:00.000Z,2005,Hurricane,HURRICANE KATRINA,0,0,1,1,2005-08-24T04:00:00.000Z,2005-09-06T22:45:00.000Z,,12,113,99113,Santa Rosa (County),5080,c333763fedb6c6b79bb40e3b3203c8cb,2019-10-10T19:52:59.930Z,5d1bcec0d5b39c032f265845
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,117,99117,Seminole (County),8131,02797117d1e4138df64bf5ae0d84289e,2019-10-10T19:53:01.681Z,5d1bcec2d5b39c032f266570
DR-1806-FL,1806,FL,DR,2008-10-27T04:00:00.000Z,2009,Hurricane,HURRICANE GUSTAV,0,0,1,1,2008-08-31T04:00:00.000Z,2008-09-07T04:00:00.000Z,,12,45,99045,Gulf (County),8166,14c71165d193406ede09607bafb260c0,2019-07-26T18:49:53.416Z,5d1bcec3d5b39c032f266717
DR-1609-FL,1609,FL,DR,2005-10-24T14:39:00.000Z,2006,Hurricane,HURRICANE WILMA,1,1,1,1,2005-10-23T15:00:00.000Z,2005-11-18T18:32:00.000Z,,12,51,99051,Hendry (County),5150,8d92e2e42220236d6b25b70515ddefc0,2019-10-10T19:53:00.263Z,5d1bcec0d5b39c032f265a46
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,85,99085,Martin (County),8131,a140cc6c4dc180fb4fa9fb4694d01d81,2019-10-10T19:53:01.628Z,5d1bcec2d5b39c032f266591
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,93,99093,Okeechobee (County),8131,c7f07173269e39c5096e864acd576f86,2019-10-10T19:53:01.623Z,5d1bcec2d5b39c032f26654f
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,45,99045,Gulf (County),8131,c032d6e25461b2b83bc5cc5fb92cc57e,2019-10-10T19:53:01.684Z,5d1bcec2d5b39c032f266564
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,43,99043,Glades (County),8131,ff764b2176eb34ee5d2cbced63ec0ffc,2019-10-10T19:53:01.673Z,5d1bcec2d5b39c032f266555
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,13,99013,Calhoun (County),8131,73aa06f55e3a6c0fbea2334b3b21463a,2019-10-10T19:53:01.678Z,5d1bcec2d5b39c032f266568
DR-1609-FL,1609,FL,DR,2005-10-24T14:39:00.000Z,2006,Hurricane,HURRICANE WILMA,1,1,1,1,2005-10-23T15:00:00.000Z,2005-11-18T18:32:00.000Z,,12,87,99087,Monroe (County),5150,c022e73e81e24398c0b96a252cc9a4d3,2019-10-10T19:53:00.326Z,5d1bcec0d5b39c032f265a04
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,39,99039,Gadsden (County),8131,c040919ea6eae81ac6b727440ddbbc85,2019-10-10T19:53:01.679Z,5d1bcec2d5b39c032f26657e
DR-1831-FL,1831,FL,DR,2009-04-21T18:30:00.000Z,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,2009-03-26T04:00:00.000Z,2009-05-05T04:00:00.000Z,,12,29,99029,Dixie (County),9041,b72fda0f9aec48e2f187f12a7336baa1,2019-10-10T19:53:02.175Z,5d1bcec3d5b39c032f26690c
DR-1831-FL,1831,FL,DR,2009-04-21T18:30:00.000Z,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,2009-03-26T04:00:00.000Z,2009-05-05T04:00:00.000Z,,12,67,99067,Lafayette (County),9041,c069e47160d17ace4358c6b1cbe9f7e0,2019-10-10T19:53:02.145Z,5d1bcec3d5b39c032f26690b
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,0,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,105,99105,Polk (County),8131,be9b6e4ba7ec87cdee82edb19be98288,2019-10-10T19:53:01.682Z,5d1bcec2d5b39c032f266577
DR-1831-FL,1831,FL,DR,2009-04-21T18:30:00.000Z,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,2009-03-26T04:00:00.000Z,2009-05-05T04:00:00.000Z,,12,113,99113,Santa Rosa (County),9041,bfae71d22406ae81ef3408024e31a5be,2019-10-10T19:53:02.145Z,5d1bcec3d5b39c032f26696b
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,29,99029,Dixie (County),8131,03700b1dd58f3a74f5fd13ce280d35be,2019-10-10T19:53:01.628Z,5d1bcec2d5b39c032f2665aa
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,69,99069,Lake (County),8131,e5394fe76c04050dbc914da9c5d3a1ef,2019-10-10T19:53:01.674Z,5d1bcec2d5b39c032f26658f
DR-1840-FL,1840,FL,DR,2009-05-27T20:00:00.000Z,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",0,0,1,1,2009-05-17T04:00:00.000Z,2009-05-28T04:00:00.000Z,,12,3,99003,Baker (County),9074,df3be4bc6e653ab14376bdae81c624c4,2019-10-10T19:53:02.207Z,5d1bcec3d5b39c032f2669b4
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,1,1,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,31,99031,Duval (County),8131,173f82e67ba42a146422da0b8dfcbabc,2019-10-10T19:53:01.683Z,5d1bcec2d5b39c032f266572
DR-1806-FL,1806,FL,DR,2008-10-27T04:00:00.000Z,2009,Hurricane,HURRICANE GUSTAV,0,0,1,1,2008-08-31T04:00:00.000Z,2008-09-07T04:00:00.000Z,,12,5,99005,Bay (County),8166,7f5b93f4562826f761984d6ae41417f1,2019-07-26T18:49:53.407Z,5d1bcec3d5b39c032f266730
DR-1806-FL,1806,FL,DR,2008-10-27T04:00:00.000Z,2009,Hurricane,HURRICANE GUSTAV,0,0,1,1,2008-08-31T04:00:00.000Z,2008-09-07T04:00:00.000Z,,12,91,99091,Okaloosa (County),8166,63d448cf17dd3967e38ddb1ecf1f2273,2019-07-26T18:49:53.407Z,5d1bcec3d5b39c032f26671f
DR-1785-FL,1785,FL,DR,2008-08-24T15:30:00.000Z,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,1,2008-08-18T13:00:00.000Z,2008-09-12T04:00:00.000Z,,12,125,99125,Union (County),8131,6721e1e32991012168d1e1e7801e1c88,2019-10-10T19:53:01.684Z,5d1bcec2d5b39c032f26655f
DR-1831-FL,1831,FL,DR,2009-04-21T18:30:00.000Z,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",1,0,1,1,2009-03-26T04:00:00.000Z,2009-05-05T04:00:00.000Z,,12,63,99063,Jackson (County),9041,4d269b5c598a91d16c34423683516c3a,2019-10-10T19:53:02.146Z,5d1bcec3d5b39c032f26691b
DR-1831-FL,1831,FL,DR,2009-04-21T18:30:00.000Z,2009,Severe Storm(s),"SEVERE STORMS, FLOODING, TORNADOES, AND STRAIGHT-LINE WINDS",0,0,1,1,2009-03-26T04:00:00.000Z,2009-05-05T04:00:00.000Z,,12,39,99039,Gadsden (County),9041,3c354b37b3427f55fb1e94af0957f4d0,2019-10-10T19:53:02.116Z,5d1bcec3d5b39c032f266914
DR-1806-FL,1806,FL,DR,2008-10-27T04:00:00.000Z,2009,Hurricane,HURRICANE GUSTAV,0,0,1,1,2008-08-31T04:00:00.000Z,2008-09-07T04:00:00.000Z,,12,113,99113,Santa Rosa (County),8166,f67787533e0ae4d7abe1146ee050143d,2019-07-26T18:49:53.410Z,5d1bcec3d5b39c032f26673a
