,disasterNumber,fyDeclared,incidentType,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,fipsCountyCode,declaration_date,incident_begin,incident_end,disasterlength,declarationtime,date,precipitation
274,1561,2004,Hurricane,1,1,1,1,79,12687,12685,12739,54,2,12685.0,0.0
275,1561,2004,Hurricane,1,1,1,1,65,12687,12685,12739,54,2,12685.0,0.0
276,1561,2004,Hurricane,1,1,1,1,1,12687,12685,12739,54,2,12685.0,0.051185971
277,1602,2005,Hurricane,0,0,1,1,45,13023,13019,13032,13,4,13019.0,229.63600820000008
278,1602,2005,Hurricane,0,0,1,1,33,13023,13019,13032,13,4,13019.0,345.015521925
279,1602,2005,Hurricane,0,0,1,1,11,13023,13019,13032,13,4,13019.0,30.819959599999997
280,1595,2005,Hurricane,0,0,1,1,65,12974,12971,12984,13,3,12971.0,20.362764534999997
281,1595,2005,Hurricane,0,0,1,1,73,12974,12971,12984,13,3,12971.0,6.825435994000001
282,1595,2005,Hurricane,1,1,1,1,113,12974,12971,12984,13,3,12971.0,0.711383917
283,1595,2005,Hurricane,0,0,1,1,39,12974,12971,12984,13,3,12971.0,3.0018136159999997
284,1595,2005,Hurricane,0,0,1,1,63,12974,12971,12984,13,3,12971.0,0.66999998
285,1595,2005,Hurricane,0,0,1,1,59,12974,12971,12984,13,3,12971.0,0.005
286,1595,2005,Hurricane,0,0,1,1,77,12974,12971,12984,13,3,12971.0,3.847756102
287,1595,2005,Hurricane,0,0,1,1,75,12974,12971,12984,13,3,12971.0,0.0
288,1595,2005,Hurricane,0,0,1,1,87,12974,12971,12984,13,3,12971.0,4.547606135
289,1595,2005,Hurricane,0,0,1,1,133,12974,12971,12984,13,3,12971.0,0.0
290,1595,2005,Hurricane,1,1,1,1,29,12974,12971,12984,13,3,12971.0,0.5814897649999999
291,1595,2005,Hurricane,1,1,1,1,5,12974,12971,12984,13,3,12971.0,0.46923999400000005
292,1595,2005,Hurricane,1,1,1,1,33,12974,12971,12984,13,3,12971.0,0.34009676999999994
293,1595,2005,Hurricane,1,1,1,1,45,12974,12971,12984,13,3,12971.0,0.9376133249999999
294,1595,2005,Hurricane,1,1,1,1,123,12974,12971,12984,13,3,12971.0,12.884815259000002
295,1595,2005,Hurricane,0,0,1,1,13,12974,12971,12984,13,3,12971.0,0.75606803
296,1595,2005,Hurricane,1,1,1,1,131,12974,12971,12984,13,3,12971.0,0.39805586
297,1595,2005,Hurricane,1,1,1,1,129,12974,12971,12984,13,3,12971.0,25.03013992
298,1595,2005,Hurricane,1,1,1,1,91,12974,12971,12984,13,3,12971.0,0.43030393699999997
299,1595,2005,Hurricane,1,1,1,1,37,12974,12971,12984,13,3,12971.0,12.338082371
300,1602,2005,Hurricane,0,0,1,1,21,13023,13019,13032,13,4,13019.0,297.60159883999995
301,1602,2005,Hurricane,0,0,1,1,37,13023,13019,13032,13,4,13019.0,219.0902249
302,1602,2005,Hurricane,0,0,1,1,86,13023,13019,13032,13,4,13019.0,620.9073516400001
303,1602,2005,Hurricane,0,0,1,1,87,13023,13019,13032,13,4,13019.0,281.71270840000005
304,1602,2005,Hurricane,0,0,1,1,91,13023,13019,13032,13,4,13019.0,116.962929769
305,1602,2005,Hurricane,0,0,1,1,113,13023,13019,13032,13,4,13019.0,79.10715948599997
306,1602,2005,Hurricane,0,0,1,1,5,13023,13019,13032,13,4,13019.0,73.25673201999999
307,1602,2005,Hurricane,0,0,1,1,131,13023,13019,13032,13,4,13019.0,210.25695387000005
308,1609,2006,Hurricane,0,0,1,1,97,13080,13079,13105,26,1,13079.0,1452.0471370000002
309,1609,2006,Hurricane,0,0,1,1,115,13080,13079,13105,26,1,13079.0,497.35724600000003
310,1609,2006,Hurricane,1,1,1,1,11,13080,13079,13105,26,1,13079.0,57.740965380000006
311,1609,2006,Hurricane,1,1,1,1,87,13080,13079,13105,26,1,13079.0,67.48748629999999
312,1609,2006,Hurricane,1,1,1,1,93,13080,13079,13105,26,1,13079.0,417.2668028000001
313,1609,2006,Hurricane,1,1,1,1,71,13080,13079,13105,26,1,13079.0,251.36494470000002
314,1609,2006,Hurricane,1,1,1,1,99,13080,13079,13105,26,1,13079.0,56.513963219999994
315,1609,2006,Hurricane,0,0,1,1,27,13080,13079,13105,26,1,13079.0,157.4910962
316,1609,2006,Hurricane,1,1,1,1,86,13080,13079,13105,26,1,13079.0,135.79923048000003
317,1609,2006,Hurricane,1,1,1,1,9,13080,13079,13105,26,1,13079.0,1541.2976589999996
318,1609,2006,Hurricane,0,0,1,1,49,13080,13079,13105,26,1,13079.0,174.912764
319,1609,2006,Hurricane,1,1,1,1,21,13080,13079,13105,26,1,13079.0,64.93417828999998
320,1609,2006,Hurricane,1,1,1,1,43,13080,13079,13105,26,1,13079.0,79.86583766000001
321,1609,2006,Hurricane,0,0,1,1,15,13080,13079,13105,26,1,13079.0,143.9854769
322,1609,2006,Hurricane,1,1,1,1,111,13080,13079,13105,26,1,13079.0,64.39105635
323,1609,2006,Hurricane,0,0,1,1,105,13080,13079,13105,26,1,13079.0,1350.9866458999998
324,1609,2006,Hurricane,1,1,1,1,85,13080,13079,13105,26,1,13079.0,21.346818230000004
325,1609,2006,Hurricane,0,0,1,1,55,13080,13079,13105,26,1,13079.0,377.1376541
326,1609,2006,Hurricane,1,1,1,1,61,13080,13079,13105,26,1,13079.0,286.866769
327,1609,2006,Hurricane,1,1,1,1,51,13080,13079,13105,26,1,13079.0,18.768240620000004
328,1679,2007,Severe Storm(s),1,1,1,1,117,13547,13545,13546,1,2,13545.0,19.081536999999997
329,1679,2007,Severe Storm(s),1,1,1,1,69,13547,13545,13546,1,2,13545.0,98.04048637999999
330,1680,2007,Severe Storm(s),1,1,0,1,127,13553,13507,13507,0,46,13507.0,1539.056142
331,1679,2007,Severe Storm(s),1,1,1,1,119,13547,13545,13546,1,2,13545.0,68.32163897
332,1679,2007,Severe Storm(s),1,1,1,1,127,13547,13545,13546,1,2,13545.0,117.19836880000003
333,1785,2008,Severe Storm(s),1,1,1,1,93,14115,14109,14134,25,6,14109.0,500.5555785
334,1785,2008,Severe Storm(s),1,1,1,1,71,14115,14109,14134,25,6,14109.0,514.2273476
335,1785,2008,Severe Storm(s),1,1,1,1,73,14115,14109,14134,25,6,14109.0,41.693566499999996
336,1785,2008,Severe Storm(s),1,1,1,1,83,14115,14109,14134,25,6,14109.0,548.4918377999999
337,1785,2008,Severe Storm(s),1,1,1,1,43,14115,14109,14134,25,6,14109.0,788.449822
338,1785,2008,Severe Storm(s),1,1,1,1,111,14115,14109,14134,25,6,14109.0,610.456658
339,1785,2008,Severe Storm(s),0,0,1,1,109,14115,14109,14134,25,6,14109.0,158.7053755
340,1785,2008,Severe Storm(s),0,0,1,1,125,14115,14109,14134,25,6,14109.0,25.3136888
341,1785,2008,Severe Storm(s),1,1,1,1,3,14115,14109,14134,25,6,14109.0,281.6055415
342,1785,2008,Severe Storm(s),0,0,1,1,55,14115,14109,14134,25,6,14109.0,482.54260249999993
343,1785,2008,Severe Storm(s),0,0,1,1,45,14115,14109,14134,25,6,14109.0,66.08366450000001
344,1785,2008,Severe Storm(s),1,1,1,1,129,14115,14109,14134,25,6,14109.0,39.4897776
345,1785,2008,Severe Storm(s),0,0,1,1,13,14115,14109,14134,25,6,14109.0,133.99714919999997
346,1785,2008,Severe Storm(s),1,1,1,1,19,14115,14109,14134,25,6,14109.0,128.3356787
347,1785,2008,Severe Storm(s),1,1,1,1,7,14115,14109,14134,25,6,14109.0,49.401148899999995
348,1785,2008,Severe Storm(s),1,1,1,1,117,14115,14109,14134,25,6,14109.0,35.9982311
349,1785,2008,Severe Storm(s),1,1,1,1,31,14115,14109,14134,25,6,14109.0,358.9744333
350,1785,2008,Severe Storm(s),1,1,1,1,1,14115,14109,14134,25,6,14109.0,104.55476270000001
351,1785,2008,Severe Storm(s),1,1,1,1,127,14115,14109,14134,25,6,14109.0,562.7422019
352,1785,2008,Severe Storm(s),1,1,0,1,105,14115,14109,14134,25,6,14109.0,378.92832809999993
353,1785,2008,Severe Storm(s),0,0,1,1,49,14115,14109,14134,25,6,14109.0,122.99072880000001
354,1785,2008,Severe Storm(s),1,1,1,1,9,14115,14109,14134,25,6,14109.0,277.67257684000003
355,1785,2008,Severe Storm(s),1,1,1,1,39,14115,14109,14134,25,6,14109.0,56.36577370000001
356,1785,2008,Severe Storm(s),0,0,1,1,107,14115,14109,14134,25,6,14109.0,247.04178940000003
357,1785,2008,Severe Storm(s),1,1,1,1,21,14115,14109,14134,25,6,14109.0,2515.6054
358,1785,2008,Severe Storm(s),0,0,1,1,47,14115,14109,14134,25,6,14109.0,50.4739837
359,1785,2008,Severe Storm(s),1,1,1,1,65,14115,14109,14134,25,6,14109.0,23.28192181
360,1785,2008,Severe Storm(s),0,0,1,1,121,14115,14109,14134,25,6,14109.0,78.83360429999999
361,1785,2008,Severe Storm(s),0,0,1,1,87,14115,14109,14134,25,6,14109.0,2597.4272849999998
362,1785,2008,Severe Storm(s),1,1,1,1,123,14115,14109,14134,25,6,14109.0,153.07617809999996
363,1785,2008,Severe Storm(s),0,0,1,1,115,14115,14109,14134,25,6,14109.0,109.14827809999998
364,1785,2008,Severe Storm(s),1,1,0,1,79,14115,14109,14134,25,6,14109.0,41.03022198
365,1785,2008,Severe Storm(s),1,1,1,1,89,14115,14109,14134,25,6,14109.0,535.314969
366,1785,2008,Severe Storm(s),1,1,1,1,69,14115,14109,14134,25,6,14109.0,204.78500160000004
367,1785,2008,Severe Storm(s),1,1,1,1,85,14115,14109,14134,25,6,14109.0,593.3609889999999
368,1785,2008,Severe Storm(s),0,0,1,1,97,14115,14109,14134,25,6,14109.0,534.7318649000001
369,1785,2008,Severe Storm(s),0,0,1,1,99,14115,14109,14134,25,6,14109.0,4013.3039869999984
370,1785,2008,Severe Storm(s),1,1,1,1,77,14115,14109,14134,25,6,14109.0,105.19124100000002
371,1785,2008,Severe Storm(s),0,0,1,1,15,14115,14109,14134,25,6,14109.0,155.53319890000003
372,1785,2008,Severe Storm(s),0,0,1,1,35,14115,14109,14134,25,6,14109.0,218.54799
373,1785,2008,Severe Storm(s),0,0,1,1,29,14115,14109,14134,25,6,14109.0,31.524258800000002
374,1785,2008,Severe Storm(s),0,0,1,1,81,14115,14109,14134,25,6,14109.0,37.41478625
375,1785,2008,Severe Storm(s),1,1,0,1,95,14115,14109,14134,25,6,14109.0,164.96363440000002
376,1785,2008,Severe Storm(s),1,1,1,1,51,14115,14109,14134,25,6,14109.0,1197.359939
377,1806,2009,Hurricane,0,0,1,1,33,14179,14122,14129,7,57,14122.0,70.530354
378,1806,2009,Hurricane,0,0,1,1,45,14179,14122,14129,7,57,14122.0,118.15207099999999
379,1806,2009,Hurricane,0,0,1,1,91,14179,14122,14129,7,57,14122.0,111.4926902
380,1806,2009,Hurricane,0,0,1,1,5,14179,14122,14129,7,57,14122.0,169.91830090000005
381,1806,2009,Hurricane,0,0,1,1,113,14179,14122,14129,7,57,14122.0,98.67190895000002
382,1806,2009,Hurricane,0,0,1,1,37,14179,14122,14129,7,57,14122.0,115.1793528
383,1831,2009,Severe Storm(s),1,0,1,1,59,14355,14329,14369,40,26,14329.0,634.2513009999999
384,1831,2009,Severe Storm(s),1,0,0,1,75,14355,14329,14369,40,26,14329.0,33.359008159999995
385,1831,2009,Severe Storm(s),1,0,1,1,77,14355,14329,14369,40,26,14329.0,1336.2984470000001
386,1831,2009,Severe Storm(s),0,0,1,1,37,14355,14329,14369,40,26,14329.0,801.399406
387,1831,2009,Severe Storm(s),1,0,1,1,13,14355,14329,14369,40,26,14329.0,1131.936815
388,1831,2009,Severe Storm(s),1,0,1,1,73,14355,14329,14369,40,26,14329.0,979.3844789999998
389,1831,2009,Severe Storm(s),0,0,1,1,33,14355,14329,14369,40,26,14329.0,999.1804950000001
390,1831,2009,Severe Storm(s),1,0,1,1,47,14355,14329,14369,40,26,14329.0,65.8993215
391,1831,2009,Severe Storm(s),1,0,1,1,129,14355,14329,14369,40,26,14329.0,811.363554
392,1831,2009,Severe Storm(s),1,0,1,1,67,14355,14329,14369,40,26,14329.0,120.94786889999999
393,1831,2009,Severe Storm(s),1,0,1,1,29,14355,14329,14369,40,26,14329.0,93.74013870000003
394,1831,2009,Severe Storm(s),1,0,1,1,41,14355,14329,14369,40,26,14329.0,6.0602335400000005
395,1831,2009,Severe Storm(s),0,0,1,1,39,14355,14329,14369,40,26,14329.0,820.8742240000001
396,1831,2009,Severe Storm(s),1,0,1,1,63,14355,14329,14369,40,26,14329.0,1177.4627619999999
397,1831,2009,Severe Storm(s),0,0,1,1,45,14355,14329,14369,40,26,14329.0,959.212297
398,1831,2009,Severe Storm(s),0,0,1,1,65,14355,14329,14369,40,26,14329.0,696.4951169999999
399,1831,2009,Severe Storm(s),0,0,1,1,5,14355,14329,14369,40,26,14329.0,1622.433754
400,1831,2009,Severe Storm(s),1,0,1,1,133,14355,14329,14369,40,26,14329.0,1301.967484
401,1831,2009,Severe Storm(s),1,0,1,1,79,14355,14329,14369,40,26,14329.0,323.667221
402,1831,2009,Severe Storm(s),1,0,1,1,131,14355,14329,14369,40,26,14329.0,1812.5508790000001
403,1831,2009,Severe Storm(s),1,0,1,1,121,14355,14329,14369,40,26,14329.0,56.114895000000004
404,1831,2009,Severe Storm(s),1,0,1,1,113,14355,14329,14369,40,26,14329.0,1269.5085740000002
405,1831,2009,Severe Storm(s),1,0,1,1,91,14355,14329,14369,40,26,14329.0,1008.8012529999999
406,1840,2009,Severe Storm(s),0,0,1,1,19,14391,14381,14392,11,10,14381.0,259.1032867
407,1840,2009,Severe Storm(s),0,0,1,1,35,14391,14381,14392,11,10,14381.0,87.3209026
408,1840,2009,Severe Storm(s),0,0,1,1,3,14391,14381,14392,11,10,14381.0,346.8916316
409,1840,2009,Severe Storm(s),1,0,1,1,127,14391,14381,14392,11,10,14381.0,297.72063075
410,1840,2009,Severe Storm(s),0,0,1,1,107,14391,14381,14392,11,10,14381.0,159.2863044
411,3220,2005,Hurricane,0,0,1,0,5,13031,13024,13057,33,7,13024.0,195.74533069999998
412,3220,2005,Hurricane,0,0,1,0,95,13031,13024,13057,33,7,13024.0,54.78103307199999
413,3220,2005,Hurricane,0,0,1,0,93,13031,13024,13057,33,7,13024.0,7.74027766
414,3220,2005,Hurricane,0,0,1,0,91,13031,13024,13057,33,7,13024.0,832.9929210000001
415,3220,2005,Hurricane,0,0,1,0,105,13031,13024,13057,33,7,13024.0,26.598267212000003
416,3220,2005,Hurricane,0,0,1,0,103,13031,13024,13057,33,7,13024.0,2.52028959
417,3220,2005,Hurricane,0,0,1,0,97,13031,13024,13057,33,7,13024.0,72.87875272999999
418,3220,2005,Hurricane,0,0,1,0,119,13031,13024,13057,33,7,13024.0,32.63779693
419,3220,2005,Hurricane,0,0,1,0,123,13031,13024,13057,33,7,13024.0,161.8165665
420,3220,2005,Hurricane,0,0,1,0,125,13031,13024,13057,33,7,13024.0,22.0026066
421,3220,2005,Hurricane,0,0,1,0,113,13031,13024,13057,33,7,13024.0,1578.3840100000002
422,3220,2005,Hurricane,0,0,1,0,133,13031,13024,13057,33,7,13024.0,112.4861187
423,3220,2005,Hurricane,0,0,1,0,121,13031,13024,13057,33,7,13024.0,36.892848099999995
424,3220,2005,Hurricane,0,0,1,0,129,13031,13024,13057,33,7,13024.0,272.0923
425,3220,2005,Hurricane,0,0,1,0,127,13031,13024,13057,33,7,13024.0,230.92078370000002
426,3220,2005,Hurricane,0,0,1,0,15,13031,13024,13057,33,7,13024.0,2.248178197
427,3220,2005,Hurricane,0,0,1,0,13,13031,13024,13057,33,7,13024.0,235.81585759999996
428,3220,2005,Hurricane,0,0,1,0,19,13031,13024,13057,33,7,13024.0,114.3619414
429,3220,2005,Hurricane,0,0,1,0,1,13031,13024,13057,33,7,13024.0,186.63211830000003
430,3220,2005,Hurricane,0,0,1,0,37,13031,13024,13057,33,7,13024.0,241.01416359999996
431,3220,2005,Hurricane,0,0,1,0,3,13031,13024,13057,33,7,13024.0,39.16276624
432,3220,2005,Hurricane,0,0,1,0,33,13031,13024,13057,33,7,13024.0,1447.7481320000004
433,3220,2005,Hurricane,0,0,1,0,7,13031,13024,13057,33,7,13024.0,43.6985763
434,3220,2005,Hurricane,0,0,1,0,35,13031,13024,13057,33,7,13024.0,83.5361171
435,3220,2005,Hurricane,0,0,1,0,9,13031,13024,13057,33,7,13024.0,239.69808024
436,3220,2005,Hurricane,0,0,1,0,41,13031,13024,13057,33,7,13024.0,22.0890449
437,3220,2005,Hurricane,0,0,1,0,11,13031,13024,13057,33,7,13024.0,117.35389367999998
438,3220,2005,Hurricane,0,0,1,0,45,13031,13024,13057,33,7,13024.0,259.868162
439,3220,2005,Hurricane,0,0,1,0,17,13031,13024,13057,33,7,13024.0,23.020630528
440,3220,2005,Hurricane,0,0,1,0,49,13031,13024,13057,33,7,13024.0,3.952409481
441,3220,2005,Hurricane,0,0,1,0,21,13031,13024,13057,33,7,13024.0,42.70637207600001
442,3220,2005,Hurricane,0,0,1,0,55,13031,13024,13057,33,7,13024.0,7.079398735999999
443,3220,2005,Hurricane,0,0,1,0,23,13031,13024,13057,33,7,13024.0,26.142062000000003
444,3220,2005,Hurricane,0,0,1,0,101,13031,13024,13057,33,7,13024.0,4.56908215
445,3220,2005,Hurricane,0,0,1,0,57,13031,13024,13057,33,7,13024.0,4.019568152
446,3220,2005,Hurricane,0,0,1,0,27,13031,13024,13057,33,7,13024.0,2.32374444
447,3220,2005,Hurricane,0,0,1,0,61,13031,13024,13057,33,7,13024.0,7.735587967000001
448,3220,2005,Hurricane,0,0,1,0,29,13031,13024,13057,33,7,13024.0,22.269719829999996
449,3220,2005,Hurricane,0,0,1,0,65,13031,13024,13057,33,7,13024.0,145.170737
450,3220,2005,Hurricane,0,0,1,0,31,13031,13024,13057,33,7,13024.0,265.83502200000004
451,3220,2005,Hurricane,0,0,1,0,99,13031,13024,13057,33,7,13024.0,117.25356430700002
452,3220,2005,Hurricane,0,0,1,0,69,13031,13024,13057,33,7,13024.0,49.10211014
453,3220,2005,Hurricane,0,0,1,0,43,13031,13024,13057,33,7,13024.0,51.56266342799999
454,3220,2005,Hurricane,0,0,1,0,71,13031,13024,13057,33,7,13024.0,4.823472725
455,3220,2005,Hurricane,0,0,1,0,47,13031,13024,13057,33,7,13024.0,24.211544099999998
456,3220,2005,Hurricane,0,0,1,0,77,13031,13024,13057,33,7,13024.0,346.499055
457,3220,2005,Hurricane,0,0,1,0,51,13031,13024,13057,33,7,13024.0,7.025548665
458,3220,2005,Hurricane,0,0,1,0,53,13031,13024,13057,33,7,13024.0,6.9782568650000005
459,3220,2005,Hurricane,0,0,1,0,83,13031,13024,13057,33,7,13024.0,215.80175219999998
460,3220,2005,Hurricane,0,0,1,0,59,13031,13024,13057,33,7,13024.0,92.73536179999999
461,3220,2005,Hurricane,0,0,1,0,85,13031,13024,13057,33,7,13024.0,7.156451267
462,3220,2005,Hurricane,0,0,1,0,63,13031,13024,13057,33,7,13024.0,244.03548669999998
463,3220,2005,Hurricane,0,0,1,0,67,13031,13024,13057,33,7,13024.0,82.73919519999998
464,3220,2005,Hurricane,0,0,1,0,107,13031,13024,13057,33,7,13024.0,106.09638249999998
465,3220,2005,Hurricane,0,0,1,0,73,13031,13024,13057,33,7,13024.0,194.86492500000003
466,3220,2005,Hurricane,0,0,1,0,75,13031,13024,13057,33,7,13024.0,48.817496510000005
467,3220,2005,Hurricane,0,0,1,0,81,13031,13024,13057,33,7,13024.0,1.617532685
468,3220,2005,Hurricane,0,0,1,0,86,13031,13024,13057,33,7,13024.0,238.76020615000007
469,3220,2005,Hurricane,0,0,1,0,87,13031,13024,13057,33,7,13024.0,37.497342237
470,3220,2005,Hurricane,0,0,1,0,89,13031,13024,13057,33,7,13024.0,165.89927129999998
471,3220,2005,Hurricane,0,0,1,0,79,13031,13024,13057,33,7,13024.0,82.6364152
472,3220,2005,Hurricane,0,0,1,0,39,13031,13024,13057,33,7,13024.0,179.9429354
473,3220,2005,Hurricane,0,0,1,0,111,13031,13024,13057,33,7,13024.0,1.8574321889999998
474,3220,2005,Hurricane,0,0,1,0,109,13031,13024,13057,33,7,13024.0,121.57393350000001
475,3220,2005,Hurricane,0,0,1,0,131,13031,13024,13057,33,7,13024.0,773.1223320000003
476,3220,2005,Hurricane,0,0,1,0,115,13031,13024,13057,33,7,13024.0,2.461163716
477,3220,2005,Hurricane,0,0,1,0,117,13031,13024,13057,33,7,13024.0,42.076484900000004
478,3259,2005,Hurricane,0,0,1,0,11,13046,13044,13079,35,2,13044.0,12.234802233999998
479,3259,2005,Hurricane,0,0,1,0,86,13046,13044,13079,35,2,13044.0,84.324945034
480,3259,2005,Hurricane,0,0,1,0,87,13046,13044,13079,35,2,13044.0,319.0568772969999
481,3259,2005,Hurricane,0,0,1,0,21,13046,13044,13079,35,2,13044.0,81.894593191
482,3288,2008,Severe Storm(s),0,0,1,0,7,14112,14109,14134,25,3,14109.0,49.401148899999995
483,3288,2008,Severe Storm(s),0,0,1,0,19,14112,14109,14134,25,3,14109.0,128.3356787
484,3288,2008,Severe Storm(s),0,0,1,0,53,14112,14109,14134,25,3,14109.0,137.4752828
485,3288,2008,Severe Storm(s),0,0,1,0,97,14112,14109,14134,25,3,14109.0,534.7318649000001
486,3288,2008,Severe Storm(s),0,0,1,0,39,14112,14109,14134,25,3,14109.0,56.36577370000001
487,3288,2008,Severe Storm(s),0,0,1,0,133,14112,14109,14134,25,3,14109.0,145.6706032
488,3288,2008,Severe Storm(s),0,0,1,0,75,14112,14109,14134,25,3,14109.0,269.6778066
489,3288,2008,Severe Storm(s),0,0,1,0,33,14112,14109,14134,25,3,14109.0,98.46692329999999
490,3288,2008,Severe Storm(s),0,0,1,0,113,14112,14109,14134,25,3,14109.0,251.44049580000006
491,3288,2008,Severe Storm(s),0,0,1,0,73,14112,14109,14134,25,3,14109.0,41.693566499999996
492,3288,2008,Severe Storm(s),0,0,1,0,45,14112,14109,14134,25,3,14109.0,66.08366450000001
493,3288,2008,Severe Storm(s),0,0,1,0,95,14112,14109,14134,25,3,14109.0,164.96363440000002
494,3288,2008,Severe Storm(s),0,0,1,0,109,14112,14109,14134,25,3,14109.0,158.7053755
495,3288,2008,Severe Storm(s),0,0,1,0,79,14112,14109,14134,25,3,14109.0,41.03022198
496,3288,2008,Severe Storm(s),0,0,1,0,111,14112,14109,14134,25,3,14109.0,610.456658
497,3288,2008,Severe Storm(s),0,0,1,0,87,14112,14109,14134,25,3,14109.0,2597.4272849999998
498,3288,2008,Severe Storm(s),0,0,1,0,105,14112,14109,14134,25,3,14109.0,378.92832809999993
499,3288,2008,Severe Storm(s),0,0,1,0,41,14112,14109,14134,25,3,14109.0,51.782230199999994
500,3288,2008,Severe Storm(s),0,0,1,0,37,14112,14109,14134,25,3,14109.0,83.26121420000001
501,3288,2008,Severe Storm(s),0,0,1,0,43,14112,14109,14134,25,3,14109.0,788.449822
502,3288,2008,Severe Storm(s),0,0,1,0,29,14112,14109,14134,25,3,14109.0,31.524258800000002
503,3288,2008,Severe Storm(s),0,0,1,0,121,14112,14109,14134,25,3,14109.0,78.83360429999999
504,3288,2008,Severe Storm(s),0,0,1,0,31,14112,14109,14134,25,3,14109.0,358.9744333
505,3288,2008,Severe Storm(s),0,0,1,0,131,14112,14109,14134,25,3,14109.0,156.9950864
506,3288,2008,Severe Storm(s),0,0,1,0,129,14112,14109,14134,25,3,14109.0,39.4897776
507,3288,2008,Severe Storm(s),0,0,1,0,117,14112,14109,14134,25,3,14109.0,35.9982311
508,3288,2008,Severe Storm(s),0,0,1,0,123,14112,14109,14134,25,3,14109.0,153.07617809999996
509,3288,2008,Severe Storm(s),0,0,1,0,93,14112,14109,14134,25,3,14109.0,500.5555785
510,3288,2008,Severe Storm(s),0,0,1,0,59,14112,14109,14134,25,3,14109.0,41.05347656
511,3288,2008,Severe Storm(s),0,0,1,0,35,14112,14109,14134,25,3,14109.0,218.54799
512,3288,2008,Severe Storm(s),0,0,1,0,115,14112,14109,14134,25,3,14109.0,109.14827809999998
513,3288,2008,Severe Storm(s),0,0,1,0,81,14112,14109,14134,25,3,14109.0,37.41478625
514,3288,2008,Severe Storm(s),0,0,1,0,83,14112,14109,14134,25,3,14109.0,548.4918377999999
515,3288,2008,Severe Storm(s),0,0,1,0,65,14112,14109,14134,25,3,14109.0,23.28192181
516,3288,2008,Severe Storm(s),0,0,1,0,57,14112,14109,14134,25,3,14109.0,49.00236720399999
517,3288,2008,Severe Storm(s),0,0,1,0,125,14112,14109,14134,25,3,14109.0,25.3136888
518,3288,2008,Severe Storm(s),0,0,1,0,99,14112,14109,14134,25,3,14109.0,4013.3039869999984
519,3288,2008,Severe Storm(s),0,0,1,0,61,14112,14109,14134,25,3,14109.0,213.059713
520,3288,2008,Severe Storm(s),0,0,1,0,55,14112,14109,14134,25,3,14109.0,482.54260249999993
521,3288,2008,Severe Storm(s),0,0,1,0,51,14112,14109,14134,25,3,14109.0,1197.359939
522,3288,2008,Severe Storm(s),0,0,1,0,107,14112,14109,14134,25,3,14109.0,247.04178940000003
523,3288,2008,Severe Storm(s),0,0,1,0,63,14112,14109,14134,25,3,14109.0,41.10283312
524,3288,2008,Severe Storm(s),0,0,1,0,127,14112,14109,14134,25,3,14109.0,562.7422019
525,3288,2008,Severe Storm(s),0,0,1,0,101,14112,14109,14134,25,3,14109.0,69.41657550000001
526,3288,2008,Severe Storm(s),0,0,1,0,91,14112,14109,14134,25,3,14109.0,257.2364545
527,3288,2008,Severe Storm(s),0,0,1,0,86,14112,14109,14134,25,3,14109.0,3962.98929
528,3288,2008,Severe Storm(s),0,0,1,0,119,14112,14109,14134,25,3,14109.0,82.46022289999999
529,3288,2008,Severe Storm(s),0,0,1,0,103,14112,14109,14134,25,3,14109.0,42.3968084
530,3288,2008,Severe Storm(s),0,0,1,0,23,14112,14109,14134,25,3,14109.0,117.5086943
531,3288,2008,Severe Storm(s),0,0,1,0,49,14112,14109,14134,25,3,14109.0,122.99072880000001
532,3288,2008,Severe Storm(s),0,0,1,0,15,14112,14109,14134,25,3,14109.0,155.53319890000003
533,3288,2008,Severe Storm(s),0,0,1,0,17,14112,14109,14134,25,3,14109.0,137.6524884
534,3288,2008,Severe Storm(s),0,0,1,0,21,14112,14109,14134,25,3,14109.0,2515.6054
535,3288,2008,Severe Storm(s),0,0,1,0,47,14112,14109,14134,25,3,14109.0,50.4739837
536,3288,2008,Severe Storm(s),0,0,1,0,1,14112,14109,14134,25,3,14109.0,104.55476270000001
537,3288,2008,Severe Storm(s),0,0,1,0,5,14112,14109,14134,25,3,14109.0,135.6464719
538,3288,2008,Severe Storm(s),0,0,1,0,9,14112,14109,14134,25,3,14109.0,277.67257684000003
539,3288,2008,Severe Storm(s),0,0,1,0,27,14112,14109,14134,25,3,14109.0,259.855862
540,3288,2008,Severe Storm(s),0,0,1,0,3,14112,14109,14134,25,3,14109.0,281.6055415
541,3288,2008,Severe Storm(s),0,0,1,0,11,14112,14109,14134,25,3,14109.0,1755.4640079999997
542,3288,2008,Severe Storm(s),0,0,1,0,13,14112,14109,14134,25,3,14109.0,133.99714919999997
543,3288,2008,Severe Storm(s),0,0,1,0,67,14112,14109,14134,25,3,14109.0,28.90462377
544,3288,2008,Severe Storm(s),0,0,1,0,77,14112,14109,14134,25,3,14109.0,105.19124100000002
545,3288,2008,Severe Storm(s),0,0,1,0,85,14112,14109,14134,25,3,14109.0,593.3609889999999
546,3288,2008,Severe Storm(s),0,0,1,0,71,14112,14109,14134,25,3,14109.0,514.2273476
547,3288,2008,Severe Storm(s),0,0,1,0,69,14112,14109,14134,25,3,14109.0,204.78500160000004
