disasterNumber,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,fipsCountyCode,placeCode,designatedArea,declaration_date,incident_begin,incident_end,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,85,99085,Martin (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,71,99071,Lee (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,69,99069,Lake (County),14112,14109,14134,
3288,2008,Severe Storm(s),TROPICAL STORM FAY,0,0,1,0,89,99089,Nassau (County),14112,14109,14134,
3293,2008,Hurricane,HURRICANE IKE,0,0,1,0,87,99087,Monroe (County),14129,14127,14134,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,107,99107,Putnam (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,61,99061,Indian River (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,85,99085,Martin (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,19,99019,Clay (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,35,99035,Flagler (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,53,99053,Hernando (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,3,99003,Baker (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,109,99109,St. Johns (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,11,99011,Broward (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,95,99095,Orange (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,43,99043,Glades (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,17,99017,Citrus (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,69,99069,Lake (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,31,99031,Duval (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,83,99083,Marion (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,93,99093,Okeechobee (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,89,99089,Nassau (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,9,99009,Brevard (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,86,99086,Miami-Dade (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,87,99087,Monroe (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,97,99097,Osceola (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,51,99051,Hendry (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,55,99055,Highlands (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,99,99099,Palm Beach (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,105,99105,Polk (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,117,99117,Seminole (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,111,99111,St. Lucie (County),17080,17077,17094,
3377,2017,Hurricane,HURRICANE MATTHEW,0,0,1,0,127,99127,Volusia (County),17080,17077,17094,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,29,99029,Dixie (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,11,99011,Broward (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,9,99009,Brevard (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,21,99021,Collier (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,117,99117,Seminole (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,3,99003,Baker (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,69,99069,Lake (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,35,99035,Flagler (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,73,99073,Leon (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,125,99125,Union (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,19,99019,Clay (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,53,99053,Hernando (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,57,99057,Hillsborough (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,97,99097,Osceola (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,131,99131,Walton (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,91,99091,Okaloosa (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,55,99055,Highlands (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,61,99061,Indian River (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,115,99115,Sarasota (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,113,99113,Santa Rosa (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,75,99075,Levy (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,27,99027,DeSoto (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,127,99127,Volusia (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,65,99065,Jefferson (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,7,99007,Bradford (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,81,99081,Manatee (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,43,99043,Glades (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,85,99085,Martin (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,67,99067,Lafayette (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,121,99121,Suwannee (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,51,99051,Hendry (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,47,99047,Hamilton (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,129,99129,Wakulla (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,89,99089,Nassau (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,101,99101,Pasco (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,33,99033,Escambia (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,79,99079,Madison (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,49,99049,Hardee (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,41,99041,Gilchrist (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,63,99063,Jackson (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,45,99045,Gulf (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,17,99017,Citrus (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,13,99013,Calhoun (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,95,99095,Orange (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,86,99086,Miami-Dade (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,105,99105,Polk (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,93,99093,Okeechobee (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,71,99071,Lee (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,23,99023,Columbia (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,103,99103,Pinellas (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,107,99107,Putnam (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,111,99111,St. Lucie (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,119,99119,Sumter (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,83,99083,Marion (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,59,99059,Holmes (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,133,99133,Washington (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,15,99015,Charlotte (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,5,99005,Bay (County),17414,17414,17458,
3385,2017,Hurricane,HURRICANE IRMA,0,0,1,0,31,99031,Duval (County),17414,17414,17458,
